index,City,Card Type,Exp Type,Gender,Month,DayOfWeek,IsWeekend,Cluster_KMeans,Cluster_KPrototypes,Log_Amount,Amount_Category,Amount
11854,126,0,3,1,8,6,1,3,3,0.05967740119574264,1.0,1.061494054591845
11855,71,0,3,0,5,1,0,2,1,0.1351502003555525,2.0,1.1447087070943722
11856,170,3,4,1,2,4,0,0,2,0.15350429324179615,2.0,1.1659127926568993
11857,71,1,2,1,3,1,0,2,1,0.12548261571813107,2.0,1.1336954603077811
11858,170,0,0,0,10,0,0,1,0,0.23124645562227306,4.0,1.2601697771073703
11859,71,1,4,1,7,2,0,1,0,0.23819886465435128,4.0,1.2689615193285941
11860,126,3,1,0,1,1,0,2,1,0.15577268818296428,2.0,1.1685605452765697
11861,8,3,2,1,10,0,0,1,0,0.24405563675960212,4.0,1.2764153441276056
11862,126,2,3,1,1,6,1,0,2,0.1387796287392038,2.0,1.1488708939775663
11863,126,2,3,1,7,4,0,3,3,0.19432756088061562,3.0,1.2144940385448593
11864,126,3,3,1,4,5,1,0,2,0.08225258792653549,1.0,1.0857300174912143
11865,126,1,4,0,8,6,1,3,3,0.12492158304936801,2.0,1.133059598504421
11866,126,0,1,0,4,3,0,2,1,0.22658531649007155,4.0,1.2543096185631528
11867,126,3,1,0,12,6,1,3,3,0.18127846036398584,3.0,1.1987489368872057
11868,8,0,0,1,3,2,0,2,1,0.06013270793581891,1.0,1.0619774700322544
11869,8,1,0,1,5,6,1,0,2,0.21600450011682856,4.0,1.2411079641189402
11870,8,0,3,1,2,3,0,2,1,0.03271534391887954,0.0,1.0332563746650192
11871,71,3,4,0,2,5,1,0,2,0.1851363448681344,3.0,1.2033825039716288
11872,71,0,0,1,11,5,1,3,3,0.04307950188013686,0.0,1.044020893175217
11873,126,0,0,1,3,0,0,2,1,0.057766064480203945,0.0,1.0594671197265593
11874,71,1,3,0,5,6,1,0,2,0.062200703434904914,1.0,1.0641759070558596
11875,126,1,0,1,7,6,1,3,3,0.07962200301018013,1.0,1.0828776658054784
11876,126,3,1,0,11,1,0,1,0,0.1618035297189048,2.0,1.175629242421811
11877,126,2,1,0,11,1,0,1,0,0.12107793155323598,2.0,1.1287128712871286
11878,8,3,1,0,12,1,0,1,0,0.18807736191279,3.0,1.2069268819102332
11879,126,0,1,1,4,3,0,2,1,0.0033811942075083947,0.0,1.0033869168926617
11880,8,2,1,0,9,0,0,1,0,0.08729825928015086,1.0,1.0912220983038337
11881,71,3,1,0,12,3,0,3,3,0.11570457552042304,2.0,1.1226641606624195
11882,8,2,0,1,6,1,0,2,1,0.1323926622120874,2.0,1.1415564773657267
11883,8,1,0,0,2,2,0,2,1,0.030211802570651057,0.0,1.0306728099876439
11884,126,2,3,0,5,2,0,2,1,0.17239232917570219,3.0,1.188143885296147
11885,126,1,4,1,12,0,0,1,0,0.18767092828740511,3.0,1.2064364459136352
11886,8,2,1,1,9,5,1,3,3,0.24429761684927842,4.0,1.2767242485999004
11887,126,2,1,1,10,5,1,3,3,0.04507277990748062,0.0,1.0461039924900108
11888,8,1,0,1,3,1,0,2,1,0.17082018577419675,3.0,1.186277420286599
11889,8,2,3,1,2,0,0,2,1,0.01707185853156481,0.0,1.0172184155206445
11890,170,3,0,0,2,4,0,0,2,0.10261381562575099,1.0,1.1080634096634947
11891,126,0,2,1,1,5,1,0,2,0.027679540222167946,0.0,1.0280661777685063
11892,170,0,3,1,1,1,0,2,1,0.0739451249742631,1.0,1.076747717316302
11893,170,2,4,1,11,6,1,3,3,0.1861193104876749,3.0,1.2045659691576938
11894,71,3,4,0,5,6,1,0,2,0.04603201351414993,0.0,1.0471079320249692
11895,8,1,1,1,8,6,1,3,3,0.10227524132809102,1.0,1.1076883113757081
11896,8,1,2,0,4,3,0,2,1,0.04207319725401588,0.0,1.0429708185567341
11897,71,0,1,0,4,0,0,2,1,0.22864454436055542,4.0,1.256895189113725
11898,170,3,0,0,8,5,1,3,3,0.010682186837905117,0.0,1.010739445095239
11899,126,0,0,0,12,4,0,3,3,0.1525033615086074,2.0,1.1647463773930067
11900,71,0,4,0,9,5,1,3,3,0.25568590935566377,4.0,1.2913470642039893
11901,170,2,3,0,12,2,0,1,0,0.00041212200798391215,0.0,1.000412206941926
11902,8,2,2,1,6,2,0,2,1,0.17083202198471573,3.0,1.1862914613989761
11903,170,1,1,1,2,1,0,2,1,0.0636162091541008,1.0,1.0656833207631946
11904,170,3,3,0,5,3,0,2,1,0.1674988267066178,3.0,1.1823439029478313
11905,71,3,1,0,5,6,1,0,2,0.2209531476477024,4.0,1.2472649918962722
11906,170,0,0,0,11,2,0,1,0,0.2565623734035795,4.0,1.2924793796235376
11907,126,3,1,0,6,5,1,0,2,0.09321988265686579,1.0,1.0977030746024359
11908,8,2,4,0,5,5,1,0,2,0.26155418085862536,4.0,1.2989473177463613
11909,170,0,4,0,12,1,0,1,0,0.1638063223656092,2.0,1.177986143427957
11910,8,1,2,0,7,1,0,1,0,0.20543630888428563,3.0,1.228060761910875
11911,126,2,2,1,8,2,0,1,0,0.20064644233757706,3.0,1.2221925798738706
11912,126,2,1,0,9,0,0,1,0,0.1370085391438057,2.0,1.1468379414926906
11913,126,0,4,0,10,3,0,3,3,0.09672222888464803,1.0,1.1015543511401382
11914,71,0,4,1,1,3,0,2,1,0.09241370226279749,1.0,1.0968184845226825
11915,71,0,1,1,8,1,0,1,0,0.25109855073757886,4.0,1.2854367588298539
11916,8,3,1,0,10,1,0,1,0,0.2161644906793427,4.0,1.2413065455654155
11917,170,0,3,0,11,5,1,3,3,0.2555826083445812,4.0,1.2912136736364075
11918,126,1,0,1,7,0,0,1,0,0.2516118104785504,4.0,1.2860966911115748
11919,170,3,0,0,1,0,0,2,1,0.036958772183341336,0.0,1.0376502399024343
11920,126,1,0,0,3,2,0,2,1,0.20455635402629763,3.0,1.2269805991944414
11921,126,3,4,0,3,5,1,0,2,0.12836598956475181,2.0,1.1369690453648282
11922,8,2,3,0,6,4,0,0,2,0.0362374688556347,0.0,1.0369020492000578
11923,71,1,0,1,4,2,0,2,1,0.11130496952671029,1.0,1.1177357302180786
11924,126,0,2,1,9,1,0,1,0,0.18781058055349006,3.0,1.2066049392621596
11925,71,2,1,0,9,4,0,3,3,0.10381962082311577,1.0,1.1094003241491086
11926,8,2,3,0,10,0,0,1,0,0.13819456377157288,2.0,1.148198926456665
11927,8,0,1,1,4,2,0,2,1,0.24201769703906587,4.0,1.2738167354012548
11928,170,0,0,0,1,0,0,2,1,0.1810742962521478,3.0,1.1985042203572058
11929,71,0,3,0,9,6,1,3,3,0.02752441471410133,0.0,1.027906710849367
11930,8,2,0,1,12,1,0,1,0,0.1723906409332976,3.0,1.1881418794229504
11931,126,1,0,1,10,5,1,3,3,0.19328154345902926,3.0,1.2132243208113356
11932,71,1,4,1,5,2,0,2,1,0.008972019069007449,0.0,1.009012388272863
11933,170,2,3,0,10,6,1,3,3,0.23588200833755868,4.0,1.266024920968596
11934,126,0,1,0,5,3,0,2,1,0.0018316895338125875,0.0,1.0018333681018021
11935,126,0,3,1,8,6,1,3,3,0.15437703132574043,2.0,1.1669307733042347
11936,170,2,3,1,10,5,1,3,3,0.24469345800904665,4.0,1.277229728645474
11937,126,1,3,0,2,4,0,0,2,0.2163074908803522,4.0,1.2414840653433252
11938,126,2,3,0,9,1,0,1,0,0.19207884178503534,3.0,1.21176605099732
11939,71,0,1,1,1,1,0,2,1,0.19865778303285686,3.0,1.2197644703692412
11940,170,1,4,1,4,0,0,2,1,0.05494393129604116,0.0,1.0564813774732416
11941,71,2,1,1,5,2,0,2,1,0.1842933906766757,3.0,1.202368535070687
11942,71,2,2,0,10,4,0,3,3,0.04106491637393903,0.0,1.0419197410016527
11943,126,2,0,0,2,3,0,2,1,0.13702253142006945,2.0,1.1468539884782643
11944,170,2,3,0,12,3,0,3,3,0.16628932317277212,2.0,1.1809147182951683
11945,126,2,2,0,1,1,0,2,1,0.16703896335089521,3.0,1.18180031131152
11946,170,0,2,0,5,6,1,0,2,0.14208883674372638,2.0,1.1526790442415393
11947,8,3,0,0,11,5,1,3,3,0.18825268410931995,3.0,1.2071385015324871
11948,126,1,2,0,2,6,1,0,2,0.1006813165701958,1.0,1.1059241458991929
11949,71,3,4,0,10,1,0,1,0,0.06058875144064162,1.0,1.0624618884092623
11950,8,1,1,1,6,0,0,2,1,0.12636335049882508,2.0,1.1346943851597477
11951,8,0,2,1,5,5,1,0,2,0.1784180407625183,3.0,1.1953249113404047
11952,71,1,4,0,2,3,0,2,1,0.15797686088416119,2.0,1.1711390952709533
11953,126,3,4,0,10,6,1,3,3,0.04026179784286831,0.0,1.0410832918786206
11954,170,1,0,1,2,6,1,0,2,0.21590671550392718,4.0,1.2409866087905386
11955,71,3,1,0,5,6,1,0,2,0.026089094664765784,0.0,1.0264323940497777
11956,126,2,0,1,2,4,0,0,2,0.17250627894929757,3.0,1.1882792817369257
11957,126,0,4,1,1,0,0,2,1,0.07830503839965419,1.0,1.0814524928992089
11958,126,2,0,0,7,6,1,3,3,0.04323127274868243,0.0,1.044179357157758
11959,8,1,4,1,12,2,0,1,0,0.016981146103702795,0.0,1.0171261453535954
11960,170,3,0,0,3,1,0,2,1,0.22352619870129384,4.0,1.2504784007574177
11961,8,3,3,1,11,1,0,1,0,0.14959040404084561,2.0,1.1613584575637466
11962,170,3,4,0,9,4,0,3,3,0.10288350669536223,1.0,1.108362284769806
11963,170,0,0,0,3,3,0,2,1,0.12213299194407197,2.0,1.1299043599659804
11964,126,1,1,1,11,4,0,3,3,0.1476861050497968,2.0,1.1591489882375596
11965,71,0,4,0,4,5,1,0,2,0.21155817299185461,3.0,1.2356018421939439
11966,71,2,1,1,10,6,1,3,3,0.237898482692717,4.0,1.2685804034212174
11967,170,1,3,0,10,0,0,1,0,0.14470005045120027,2.0,1.155692868719611
11968,8,1,2,0,8,0,0,1,0,0.18776236947540623,3.0,1.2065467689394547
11969,8,2,3,1,7,3,0,3,3,0.03687081263694323,0.0,1.0375589726719836
11970,8,2,4,0,7,3,0,3,3,0.09970504107410767,1.0,1.1048449861193574
11971,126,3,4,0,5,4,0,0,2,0.1416867735099512,2.0,1.1522156875330969
11972,126,0,4,0,4,4,0,0,2,0.052852296830711215,0.0,1.0542739140202513
11973,126,0,2,1,6,1,0,2,1,0.052145226911248566,0.0,1.0535287321276698
11974,8,3,1,0,10,3,0,3,3,0.07610282787265565,1.0,1.079073527287899
11975,71,2,4,0,10,6,1,3,3,0.12993051784816745,2.0,1.1387492578269172
11976,8,3,4,1,1,0,0,2,1,0.11812353037531989,2.0,1.1253831217805734
11977,170,2,4,1,5,1,0,2,1,0.2520749221606721,4.0,1.2866924354510005
11978,71,1,3,1,1,1,0,2,1,0.08999308741317878,1.0,1.0941667201566185
11979,170,0,1,1,4,0,0,2,1,0.23608478928888432,4.0,1.2662816727377761
11980,126,3,2,0,1,2,0,2,1,0.19433499310799224,3.0,1.2145030649742445
11981,8,1,0,1,8,4,0,3,3,0.11121882567539873,1.0,1.117639448304636
11982,170,0,4,0,3,2,0,2,1,0.18520385052175856,3.0,1.203463741836096
11983,126,3,3,1,12,6,1,3,3,0.14741784613506936,2.0,1.158838077892068
11984,126,3,1,1,5,4,0,0,2,0.023834317717326275,0.0,1.024120625190558
11985,71,3,1,0,12,6,1,3,3,0.1385115892196685,2.0,1.1485629924418697
11986,71,1,1,0,5,1,0,2,1,0.20637586972710903,3.0,1.2292151419355875
11987,71,3,1,1,2,5,1,0,2,0.2612784978367525,4.0,1.2985892693807468
11988,8,0,4,0,3,6,1,0,2,0.07132338543090676,1.0,1.073928462538312
11989,8,1,2,1,8,1,0,1,0,0.2394744823269015,4.0,1.2705812619349455
11990,8,1,1,0,10,1,0,1,0,0.040752990101537816,0.0,1.0415947895437843
11991,126,3,3,1,7,5,1,3,3,0.08995458857455566,1.0,1.0941245968194875
11992,170,0,3,1,5,3,0,2,1,0.21238819635399434,3.0,1.236627846334066
11993,126,0,4,1,4,6,1,0,2,0.1512652273398792,2.0,1.1633051575011635
11994,8,1,0,1,10,2,0,1,0,0.1450792171133715,2.0,1.1561311520130944
11995,71,2,0,0,10,0,0,1,0,0.1331286324833033,2.0,1.1423969382351524
11996,170,2,0,1,9,1,0,1,0,0.02103740387319899,0.0,1.0212602500120351
11997,8,3,4,1,10,4,0,3,3,0.03908677357341062,0.0,1.0398607121652197
11998,8,3,2,0,2,6,1,0,2,0.11973885403609728,2.0,1.1272024487699985
11999,71,1,4,0,12,6,1,3,3,0.22724636097238077,4.0,1.2551390471299966
12000,126,3,0,1,9,6,1,3,3,0.10856447373191126,1.0,1.1146767735930805
12001,170,3,4,0,9,2,0,1,0,0.13522116599200604,2.0,1.1447899449588395
12002,126,1,2,0,2,0,0,2,1,0.04838069117913511,0.0,1.0495701413739429
12003,8,2,1,0,5,4,0,0,2,0.019209106039520685,0.0,1.0193947879390857
12004,126,2,4,1,1,5,1,0,2,0.0056954738803738315,0.0,1.0057117239276603
12005,170,0,4,0,11,1,0,1,0,0.055738194800775756,0.0,1.057320835406069
12006,170,2,0,0,10,6,1,3,3,0.21580245526056693,4.0,1.2408572299693503
12007,170,0,2,1,8,4,0,3,3,0.13494253123042943,2.0,1.144471011120561
12008,126,0,1,1,2,6,1,0,2,0.168872066717215,3.0,1.1839686602371744
12009,126,0,4,0,11,4,0,3,3,0.22628302482910007,4.0,1.253930508528973
12010,126,0,4,1,6,4,0,0,2,0.23164192688474342,4.0,1.2606682365967554
12011,8,3,0,0,10,0,0,1,0,0.21960938371617686,4.0,1.245590087777011
12012,8,3,3,0,8,5,1,3,3,0.185931955141067,3.0,1.2043403084230628
12013,71,2,1,0,9,5,1,3,3,0.19727217486745663,3.0,1.218075525137603
12014,126,3,1,1,12,0,0,1,0,0.21465325619691902,3.0,1.2394320570630806
12015,170,0,4,1,12,4,0,3,3,0.2371170670569123,4.0,1.2675895020620376
12016,126,1,2,0,9,5,1,3,3,0.23276780510510622,4.0,1.262088394820033
12017,170,1,3,0,3,4,0,0,2,0.08137002305271768,1.0,1.0847722130397806
12018,71,2,2,1,11,3,0,3,3,0.2402619460716714,4.0,1.2715821926601087
12019,170,2,2,0,12,5,1,3,3,0.07185556404260467,1.0,1.0745001363993774
12020,170,2,2,1,3,6,1,0,2,0.07102075761037555,1.0,1.0736035110804436
12021,126,0,2,0,1,6,1,0,2,0.22412754959402037,4.0,1.2512306032061877
12022,170,0,2,0,11,5,1,3,3,0.13463576797475565,2.0,1.144119983311135
12023,126,3,2,1,3,4,0,0,2,0.20473616633542505,3.0,1.2272012452460805
12024,170,2,3,0,12,4,0,3,3,0.12264768465726913,2.0,1.1304860631930291
12025,126,0,0,0,4,4,0,0,2,0.06467158943348764,1.0,1.0668086156265546
12026,71,1,2,0,3,5,1,0,2,0.19917154973078605,3.0,1.220391305743216
12027,170,2,1,1,10,5,1,3,3,0.07269713508699817,1.0,1.0754047852110982
12028,71,1,2,1,10,5,1,3,3,0.10351310602504786,1.0,1.1090603286422644
12029,8,0,1,1,4,3,0,2,1,0.05200622840478269,0.0,1.0533823033843093
12030,8,3,2,0,12,6,1,3,3,0.1979594592693265,3.0,1.2189129771972336
12031,126,2,4,0,12,6,1,3,3,0.2239776466098286,4.0,1.2510430540622943
12032,126,0,4,0,12,4,0,3,3,0.12198474680670701,2.0,1.1297368695540542
12033,8,3,2,0,7,0,0,1,0,0.1687610908196259,3.0,1.1838372755427893
12034,170,2,4,1,12,0,0,1,0,0.05591935413564819,0.0,1.0575123962963557
12035,71,1,3,0,5,3,0,2,1,0.012578619229649602,0.0,1.0126580628079016
12036,71,2,4,0,9,2,0,1,0,0.2578465693640889,4.0,1.2941402426304218
12037,170,3,3,1,12,5,1,3,3,0.046177590929986495,0.0,1.0472603783879197
12038,126,0,2,1,9,1,0,1,0,0.06604605162034628,1.0,1.0682759118699552
12039,71,0,3,0,1,2,0,2,1,0.09878232903463721,1.0,1.1038260025354236
12040,170,0,3,0,6,6,1,0,2,0.13980136136712945,2.0,1.150045332734246
12041,170,0,2,1,1,2,0,2,1,0.17066461112849168,3.0,1.186092879952501
12042,71,2,3,0,7,1,0,1,0,0.10339915621710181,1.0,1.108933958630871
12043,71,2,2,0,4,1,0,2,1,0.08212972242576638,1.0,1.0855966269236323
12044,126,0,2,0,2,2,0,2,1,0.02974655771499177,0.0,1.0301934062936278
12045,126,1,4,0,2,5,1,0,2,0.02161468720181608,0.0,1.021849976731871
12046,71,1,0,1,5,0,0,2,1,0.23124565974776815,4.0,1.260168774170772
12047,126,1,1,1,4,4,0,0,2,0.05030526492557956,0.0,1.0515920615562366
12048,8,2,3,0,9,6,1,3,3,0.17713347053902798,3.0,1.193790418344914
12049,126,2,1,0,2,2,0,2,1,0.23551436302240084,4.0,1.265559558386957
12050,170,1,3,0,5,3,0,2,1,0.08318328865065489,1.0,1.086740977582361
12051,71,3,3,0,8,0,0,1,0,0.06715514129536321,1.0,1.0694613829292168
12052,126,3,0,1,4,5,1,0,2,0.08976665630112671,1.0,1.0939189948168238
12053,170,0,0,0,11,3,0,3,3,0.02485815681150493,0.0,1.0251696968724424
12054,71,3,3,0,12,5,1,3,3,0.1534475173876914,2.0,1.1658465988414075
12055,170,1,2,1,1,3,0,2,1,0.051992898765663424,0.0,1.0533682622719323
12056,126,2,1,1,10,6,1,3,3,0.018671776906601722,0.0,1.0188471845563811
12057,8,3,4,0,2,5,1,0,2,0.05389913608532208,0.0,1.0553781472150456
12058,170,1,2,1,4,5,1,0,2,0.26037833091671275,4.0,1.2974208482436576
12059,71,0,1,1,7,6,1,3,3,0.20224206480065524,3.0,1.2241442944942793
12060,71,1,2,0,5,4,0,0,2,0.23979096262667146,4.0,1.2709834395108879
12061,8,0,4,0,11,6,1,3,3,0.24778958742276067,4.0,1.2811903252723975
12062,71,3,1,0,12,5,1,3,3,0.25750551872328975,4.0,1.2936989505271435
12063,8,1,4,0,2,4,0,0,2,0.01156294355209184,0.0,1.0116300527945825
12064,8,3,2,1,12,2,0,1,0,0.21601662151015863,4.0,1.2411230081679157
12065,8,2,2,1,10,5,1,3,3,0.10431039132003554,1.0,1.109944918722018
12066,126,0,3,0,3,0,0,2,1,0.027248251276287515,0.0,1.027622879792031
12067,8,3,4,1,6,4,0,0,2,0.12246313566608637,2.0,1.1302774523805703
12068,126,3,2,0,11,0,0,1,0,0.1638795400264228,2.0,1.178072395975416
12069,170,1,3,0,4,0,0,2,1,0.20570169570755026,3.0,1.2283867163053421
12070,71,1,2,1,12,2,0,1,0,0.16801358881436387,3.0,1.1829526854630357
12071,8,2,0,0,12,4,0,3,3,0.16449997217858175,2.0,1.1788035367556204
12072,126,2,3,1,3,5,1,0,2,0.0961238684835349,1.0,1.1008954217950158
12073,71,3,4,0,12,2,0,1,0,0.018346877499491064,0.0,1.0185162154789222
12074,126,2,4,0,2,6,1,0,2,0.04209242937319407,0.0,1.0429908772887013
12075,170,2,0,0,1,2,0,2,1,0.15272549476364383,2.0,1.1650051350353836
12076,71,2,2,1,2,2,0,2,1,0.13521853772490577,2.0,1.1447869361490444
12077,126,2,2,1,4,3,0,2,1,0.09733933980579679,1.0,1.1022343421538263
12078,126,2,3,1,12,4,0,3,3,0.20807886783039592,3.0,1.2313102764895614
12079,170,0,2,1,12,1,0,1,0,0.2590284945679401,4.0,1.2956707238795193
12080,71,0,3,0,2,1,0,2,1,0.17037199758854546,3.0,1.1857458638894685
12081,170,3,2,1,10,1,0,1,0,0.23084047738827457,4.0,1.2596582794422069
12082,126,2,1,1,10,4,0,3,3,0.12106993442154054,2.0,1.1287038448577436
12083,126,3,1,0,1,3,0,2,1,0.06463492377120533,1.0,1.0667695010992184
12084,170,0,1,1,9,2,0,1,0,0.1216269150149064,2.0,1.129332686104915
12085,126,3,3,1,5,5,1,0,2,0.0641346322375144,1.0,1.066235938828891
12086,8,3,2,0,12,5,1,3,3,0.22614464392544395,4.0,1.2537570004974565
12087,170,2,2,1,11,5,1,3,3,0.08574470195219003,1.0,1.0895281383892037
12088,126,2,1,0,12,4,0,3,3,0.17340054474079963,3.0,1.1893423945311872
12089,126,3,1,0,12,6,1,3,3,0.12670182023884097,2.0,1.1350785098769196
12090,170,0,0,0,2,1,0,2,1,0.22392232913763058,4.0,1.2509738514370077
12091,71,1,2,0,11,5,1,3,3,0.18096717709621127,3.0,1.1983758444726158
12092,170,2,2,0,1,5,1,0,2,0.17205209074379807,3.0,1.187739701847008
12093,71,1,2,0,11,2,0,1,0,0.11609936008215026,2.0,1.1231074586388947
12094,8,3,0,1,4,5,1,0,2,0.10442514083417016,1.0,1.1100722916700099
12095,8,1,3,1,4,3,0,2,1,0.15555208931193074,2.0,1.1683027905707912
12096,8,0,1,0,11,1,0,1,0,0.20226828193092966,3.0,1.2241763884654269
12097,71,1,1,0,7,2,0,1,0,0.2024894616059108,3.0,1.224447181346984
12098,126,3,0,0,1,5,1,0,2,0.23928817776419015,4.0,1.2703445688977326
12099,170,2,1,0,12,6,1,3,3,0.24882706339802507,4.0,1.282520219201823
12100,170,0,3,0,4,6,1,0,2,0.2600713935500136,4.0,1.2970226824141085
12101,170,3,3,0,3,0,0,2,1,0.12069844160272127,2.0,1.128284617359629
12102,71,1,3,0,1,0,0,2,1,0.1573086636211813,2.0,1.1703568047242325
12103,8,0,1,0,11,6,1,3,3,0.0008411099738330234,0.0,1.0008414638060241
12104,170,2,3,0,4,5,1,0,2,0.11499768266031912,2.0,1.1218708378131168
12105,8,1,4,0,10,4,0,3,3,0.12221908831258922,2.0,1.1300016448160213
12106,126,0,2,0,4,1,0,2,1,0.0003459532776976012,0.0,1.0003460131264341
12107,8,3,1,1,5,2,0,2,1,0.17212639586429943,3.0,1.1878279602676638
12108,8,2,1,0,3,0,0,2,1,0.09607467224976998,1.0,1.1008412632187043
12109,170,3,0,0,2,5,1,0,2,0.2038776799820971,3.0,1.2261481618178025
12110,126,0,1,0,12,3,0,3,3,0.09942087110950518,1.0,1.1045310669640709
12111,71,3,0,0,2,5,1,0,2,0.2244761674879,4.0,1.2516668806264744
12112,170,0,3,0,9,0,0,1,0,0.05534920786962665,0.0,1.0569096314007413
12113,126,0,1,0,3,2,0,2,1,0.1933658602820213,3.0,1.2133266203443682
12114,170,3,2,1,11,6,1,3,3,0.23906551407387502,4.0,1.270061740776995
12115,8,0,1,1,2,4,0,0,2,0.1072796976099361,1.0,1.1132455830672208
12116,8,2,4,1,5,4,0,0,2,0.05905550651406957,1.0,1.060834122310124
12117,126,2,0,1,10,4,0,3,3,0.06739612582616657,1.0,1.0697191376349953
12118,8,1,0,0,1,2,0,2,1,0.17940008519613446,3.0,1.1964993500970842
12119,126,3,3,0,2,5,1,0,2,0.20811389191760457,3.0,1.2313534027632909
12120,71,0,3,1,7,5,1,3,3,0.08413709638958652,1.0,1.0877780140250655
12121,8,3,2,0,11,5,1,3,3,0.08998850429582485,1.0,1.0941617054736268
12122,8,3,3,1,4,2,0,2,1,0.13967926209678252,2.0,1.1499049216104755
12123,170,3,1,0,3,3,0,2,1,0.025197573731713406,0.0,1.0255177158720734
12124,126,2,0,1,1,6,1,0,2,0.13004941003731085,2.0,1.1388846542676958
12125,170,0,0,1,12,6,1,3,3,0.036032392241388655,0.0,1.0366894266412054
12126,126,3,2,0,11,6,1,3,3,0.12809514381416132,2.0,1.1366611438291316
12127,8,3,1,1,2,6,1,0,2,0.08781925031425845,1.0,1.0917907633551038
12128,71,3,1,0,2,5,1,0,2,0.17582369393851904,3.0,1.1922278431246691
12129,126,1,1,0,11,5,1,3,3,0.23506492320945002,4.0,1.2649908933356868
12130,126,1,0,0,1,0,0,2,1,0.016832241562578756,0.0,1.016974701927243
12131,126,2,2,1,1,1,0,2,1,0.2247493669071477,4.0,1.2520088820065152
12132,8,0,4,0,4,0,0,2,1,0.06981026496972173,1.0,1.0723047081855674
12133,170,3,2,1,4,6,1,0,2,0.07545200651315667,1.0,1.078371471669047
12134,126,0,4,1,10,0,0,1,0,0.16226665912579266,2.0,1.1761738369947206
12135,170,3,2,0,3,1,0,2,1,0.10723465098216407,1.0,1.1131954362373029
12136,126,2,2,0,2,3,0,2,1,0.18124415701275423,3.0,1.198707816486673
12137,126,0,2,0,3,0,0,2,1,0.20748082554548616,3.0,1.2305741210263652
12138,126,3,2,1,7,1,0,1,0,0.15347246475090698,2.0,1.16587568400276
12139,170,3,4,1,9,3,0,3,3,0.13090677653124,2.0,1.1398615145144984
12140,170,2,2,0,12,4,0,3,3,0.25742566506476744,4.0,1.2935956480575124
12141,8,1,1,1,8,1,0,1,0,0.20052252339681875,3.0,1.2220411364475183
12142,126,2,0,1,1,3,0,2,1,0.19467681586878985,3.0,1.2149182807259655
12143,8,2,4,1,8,3,0,3,3,0.1522355306228329,2.0,1.1644344641109168
12144,126,1,4,1,2,1,0,2,1,0.21177730767046965,3.0,1.2358726350755012
12145,170,0,4,1,11,1,0,1,0,0.02353852087079295,0.0,1.0238177383378533
12146,170,1,4,1,11,4,0,3,3,0.15671805108568496,2.0,1.1696657814079625
12147,126,1,4,0,2,4,0,0,2,0.010779425556057917,0.0,1.010837732881878
12148,8,1,0,1,2,5,1,0,2,0.007486906967526308,0.0,1.0075150039315115
12149,126,0,2,0,12,1,0,1,0,0.039816627071094624,0.0,1.0406199351701784
12150,8,1,0,0,2,5,1,0,2,0.14952995097097713,2.0,1.1612882520018615
12151,126,2,4,1,1,2,0,2,1,0.00639329878854105,0.0,1.0064137795465122
12152,126,1,2,0,1,4,0,0,2,0.05260968449406349,0.0,1.0540181651876694
12153,126,0,3,0,8,3,0,3,3,0.050620900273065,0.0,1.0519240335702937
12154,126,0,4,1,5,2,0,2,1,0.22188869238538314,4.0,1.2484324100967634
12155,71,1,1,0,1,4,0,0,2,0.00292729496534556,0.0,1.0029315836770063
12156,126,1,0,0,4,4,0,0,2,0.24405327952270806,4.0,1.2764123353178105
12157,170,3,4,0,8,3,0,3,3,0.1957403424959362,3.0,1.2162110660012517
12158,8,0,3,0,10,5,1,3,3,0.1951827302496532,3.0,1.2155330808607603
12159,8,3,2,0,12,2,0,1,0,0.2077758175290588,3.0,1.2309371840749714
12160,71,0,1,0,5,1,0,2,1,0.2390039174904127,4.0,1.269983511722323
12161,8,0,3,1,4,2,0,2,1,0.191640082985229,3.0,1.2112344946001894
12162,8,0,4,1,12,1,0,1,0,0.20971473019681078,3.0,1.233326179052265
12163,126,2,0,1,4,6,1,0,2,0.25470683961120816,4.0,1.2900833640900558
12164,8,3,3,0,1,4,0,0,2,0.16999214885513905,3.0,1.1852955453568046
12165,126,1,0,1,8,3,0,3,3,0.20084500888468954,3.0,1.2224352905306737
12166,126,2,4,0,11,2,0,1,0,0.2441711345611473,4.0,1.2765627758075646
12167,126,2,4,1,10,3,0,3,3,0.014544610306011625,0.0,1.0146508978288429
12168,170,1,4,0,1,6,1,0,2,0.12065310647612407,2.0,1.1282334675931127
12169,126,2,0,1,3,5,1,0,2,0.10879568417357707,1.0,1.114934528298859
12170,170,3,1,1,11,3,0,3,3,0.027605395182729794,0.0,1.0279899545870308
12171,71,2,3,1,11,4,0,3,3,0.039470567448027065,0.0,1.040259880931367
12172,170,1,4,0,1,5,1,0,2,0.17758703671076786,3.0,1.1943320041080283
12173,126,1,4,0,1,6,1,0,2,0.18636323617729803,3.0,1.2048598295810131
12174,170,0,4,1,11,3,0,3,3,0.04014618812188885,0.0,1.0409629394868174
12175,126,2,4,1,10,6,1,3,3,0.11081313195602259,1.0,1.1171861209621772
12176,71,1,2,0,11,0,0,1,0,0.1588653853671946,2.0,1.172180143460051
12177,71,3,4,1,8,2,0,1,0,0.23301809303685345,4.0,1.2624043198485164
12178,126,2,4,1,9,2,0,1,0,0.07181822741368721,1.0,1.074460018935443
