Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,Cluster
Container Ship,Transoceanic,Diesel,Critical,12.3330825159004,1832.61430001487,318.962990636709,5.35529587396746,Calm,1443.26401639154,294203.524888743,468944.925350712,71.8000591710428,1.05931419726891,0.671418605400121,9,53.0739864515163,2
Fish Carrier,Transoceanic,Steam Turbine,Critical,18.0534445248773,1496.45757194298,178.011105366679,9.98856179429574,Rough,1174.27626576005,64004.4869803429,179640.191066938,38.3943873648523,1.01454664102182,0.534497910496524,6,93.9162056822818,3
Container Ship,Long-haul,Diesel,Critical,14.8427844188009,1727.56346017351,1400.3326362997,11.7359929179095,Calm,79.4859818281759,293557.860951144,962120.055682383,52.9653005119276,0.482811181640437,1.29926130687439,2,78.804703865359,0
Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,15.2810812276041,1234.18465976194,1258.1091104297,5.18848272640884,Calm,332.82263796797,141480.310268901,631610.342095391,66.9966696903528,0.178963776602251,0.573548337369531,8,82.2890912129576,3
Fish Carrier,Short-haul,Diesel,Critical,24.0959185771062,1852.28374048977,1831.91629171136,5.6306116358299,Calm,1525.04661120133,418210.882447145,423472.332747101,35.5582959223082,1.21758130218294,1.07919786245718,3,79.4085747612899,3
Tanker,Long-haul,Heavy Fuel Oil (HFO),Good,11.8980209856788,573.556071705281,1569.23668685311,8.58808897337531,Rough,1289.47355159508,230790.072999715,602332.33774296,34.7435076491274,1.49819119832256,0.599918979277436,2,67.4450942593345,1
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,14.4483883818958,2795.31491821934,1877.60233686416,6.95598820541153,Rough,1082.82794597197,184410.126207081,785386.833585433,58.3391189546376,0.682759379304228,0.602827450621087,2,99.3884357410549,0
Bulk Carrier,Long-haul,Steam Turbine,Good,22.1748340236525,1884.93654058045,1268.45574242695,9.69563581783304,Calm,1220.08668926724,456222.063992581,840967.914057685,16.4332100745762,1.13317613391492,1.07963429939395,8,78.5253871479175,0
Container Ship,Coastal,Steam Turbine,Fair,22.7721571175781,607.506256128052,1478.5884969026,13.2990726285309,Calm,1150.12925916208,241385.621454301,587291.987958739,54.7766287275046,0.569514804368593,1.18610719433827,4,85.7408554167565,0
Fish Carrier,Short-haul,Diesel,Critical,23.0330897515952,918.750815744925,1534.75780695279,7.2799726548275,Moderate,664.239463254066,305861.944245266,181474.190015163,35.2241617896303,1.37286349791496,1.45951801394383,8,99.5451673018301,3
Tanker,Coastal,Diesel,Fair,13.1640868048933,1488.36292292579,294.904592937061,11.8696099088018,Calm,1872.88023913994,116922.675468862,342265.745152058,41.1953053368957,0.647341948623279,0.74049749974891,1,89.1329622787999,1
Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Good,15.8796384158455,1260.11856871579,456.024399225865,12.921862023682,Calm,1009.77107233974,420050.575854946,635446.964707327,61.4257582406087,0.608669851125672,1.46471237042252,9,52.61372416797,0
Tanker,Coastal,Diesel,Critical,17.8215777186938,1854.97180536836,274.864389903524,13.4982358695867,Rough,125.749386796232,141686.299838521,212804.622556821,55.5365838982096,0.199835781295412,0.701337667293349,6,84.3084236543408,1
Bulk Carrier,Coastal,Steam Turbine,Good,15.5531318702376,1853.0212972903,627.774363485981,13.1541540191787,Moderate,1920.38007435237,396440.35846302,528500.783298136,29.58429237836,0.903359763446935,1.10813161779254,6,64.1137622345977,0
Tanker,Transoceanic,Diesel,Good,11.5885658427643,2463.81914934127,319.431418056862,11.4714523491401,Calm,824.899652624348,143796.31474925,227903.880853518,65.5015872333431,0.881999119791966,1.47547184332393,5,59.105585690347,3
Container Ship,Long-haul,Steam Turbine,Fair,19.4270444988299,2297.47977038951,1780.30150380639,11.5985034420194,Moderate,956.585267427631,102985.2188024,544334.872150387,39.7297140408427,0.535264114296774,0.803479140656974,5,53.5774084950325,0
Container Ship,Transoceanic,Steam Turbine,Fair,24.4044783438069,833.06793175596,142.659640375143,10.623925779474,Calm,923.27957657602,264260.557230413,849262.308277803,51.0447165597249,1.25155313098269,1.03101035074606,1,72.7319148088596,2
Fish Carrier,Coastal,Diesel,Good,17.2430966046938,2723.70695529843,983.734807638909,5.90973094573593,Rough,1635.45486304172,196137.485766819,419598.00686991,61.9562063477218,0.674308814998582,1.43941147527433,4,76.2843887110421,1
Fish Carrier,Transoceanic,Diesel,Critical,15.4335183940773,1349.45468118457,1031.00726154385,13.5902461110907,Rough,245.959798434073,304351.055094009,307285.25088985,46.6480552370021,0.27120732366778,1.04002846904993,3,62.6521760361828,3
Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,12.3778491476438,1211.47640538496,1877.78117710141,13.1491031106099,Calm,1483.9525404051,450469.691569023,826166.559555733,53.6078006989106,1.37950846006156,1.27917204990087,2,85.7409088232159,1
Tanker,Coastal,Diesel,Fair,17.0860497220582,958.588898822728,1093.19572404894,12.4126938997863,Moderate,1257.25167361868,11170.7868308919,385904.371804895,34.9127027108325,0.933388866333762,1.15067755246244,3,90.3032095438625,1
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,20.1484552980667,2995.24450923574,1652.49289157607,5.00194656877569,Calm,778.155940760352,458976.91895434,68585.9791598608,24.5947516309561,0.847985299340818,1.36641445916487,5,74.6714498627065,0
Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,15.5321023839191,1338.50439045504,967.306604727261,10.5246122401126,Rough,1654.43119141445,36067.4415707798,280399.448672007,19.3736185839167,0.217050744748059,0.881519203258613,2,62.8902146924302,2
Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,16.3183497040811,2809.83087550585,568.025952759629,13.8850026164433,Moderate,223.207281603135,259728.31194785,639342.747705871,45.6486431964036,1.42876619226468,1.19280774793253,2,58.5010563450902,2
Tanker,Coastal,Diesel,Critical,11.2103189794238,1269.73249885906,1330.83523826764,9.81826173033548,Rough,1851.74607373694,344197.948262679,112775.009045535,55.6740670853199,0.14843055161335,1.07689088778293,1,86.5296779429473,1
Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,12.5763642912674,2249.73520509805,903.280866766404,7.04225553110277,Rough,933.00737312475,335082.754086581,291262.815163278,40.6781517045296,0.97978723773359,0.824221634066537,1,70.1966176790292,1
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,18.3153692570721,1664.50839661446,1049.51291470591,10.3480411746114,Moderate,1644.07585673528,472199.579515607,264595.50817161,54.7915121052421,0.596647321749666,1.36595037041204,7,75.9048436592753,0
Tanker,Transoceanic,Diesel,Critical,24.3292106922061,2697.98409323501,928.860755369202,13.8598988401637,Rough,1756.77491189797,376514.599852363,815009.93212079,19.0609637327649,1.44435491079304,1.02592615603196,2,51.2130237491851,3
Tanker,Coastal,Steam Turbine,Fair,12.4832504341327,2071.85165005189,361.232281981368,8.43996293220473,Rough,977.912661750524,272050.905158838,870240.721360853,16.5696968435608,0.258870916350576,0.879237870401223,9,63.0199773075656,1
Container Ship,Transoceanic,Steam Turbine,Good,10.4541896136974,2199.60055222524,750.735873598181,10.7013879962937,Calm,286.669338941912,291379.62216783,789772.914576195,24.0423444537473,1.0925136171647,0.900377252180089,6,94.4118206015414,2
Fish Carrier,Coastal,Diesel,Good,15.1141767003803,1995.82688699517,1261.37475918549,13.1535421779904,Calm,297.129027552537,388140.637047789,444124.968891006,23.0419086192343,1.1475813870789,1.26193348121561,8,54.3963086081681,1
Fish Carrier,Transoceanic,Diesel,Good,15.7426211925009,2640.45327481696,1676.3344494197,10.1155615641605,Moderate,273.179811466071,345285.875322184,741794.956453287,52.8405822980903,0.971821719903453,1.02294070287191,7,66.8418858307758,3
Tanker,Short-haul,Diesel,Good,17.7599076422427,2363.14095633747,566.341651183648,9.09215865911959,Moderate,1992.89783312939,355269.299176135,243953.629749808,15.0750470139898,0.619215876216773,1.11814998468564,8,79.9747068428445,3
Fish Carrier,Coastal,Diesel,Critical,11.6868893967879,1642.89838711989,1193.07341480942,7.1767638851151,Calm,672.720966170595,56593.169415871,374774.254885183,66.3515751400115,0.567879520683084,0.648669082774648,8,97.6010690359917,1
Bulk Carrier,Transoceanic,Diesel,Fair,20.0687482877342,2355.78899784015,1039.96958214499,14.0115252134068,Calm,1262.72714790601,374007.919923027,508339.345656171,59.7418611171591,1.10240753499497,0.65615840818042,8,99.3841113819615,2
Bulk Carrier,Coastal,Steam Turbine,Good,14.4474706978429,1401.17867819795,1589.68424794936,7.78749619499026,Moderate,724.924580933523,407423.155237233,770975.240774284,20.865812728297,1.30124572940962,0.87888251003191,8,53.4826409209906,0
Container Ship,Coastal,Diesel,Fair,19.6750721320779,1529.45487481343,609.43070289794,12.8061425944686,Rough,697.637211986109,52229.5292869165,590235.461775564,52.9506368641677,0.378150329492508,1.08160047953055,2,50.4533392784344,0
Bulk Carrier,Short-haul,Steam Turbine,Fair,12.9129127449106,2299.75853063865,1579.83621237654,12.5700195724899,Moderate,474.212901414897,194589.594525357,91346.5771435616,21.8436688930055,0.696351258533279,1.47824967287088,8,70.0990554653521,2
Container Ship,Coastal,Diesel,Fair,10.1740808790323,1739.11737177601,1660.32791676625,7.69455970368942,Rough,55.1360011054016,404645.928165079,505066.42608084,16.319116894005,0.502085986729391,1.34043043780183,2,90.3226252844361,0
Bulk Carrier,Transoceanic,Steam Turbine,Critical,22.2719910213493,956.422044182785,1538.00076601897,13.7630918023773,Calm,1810.81684721159,77470.9847478331,932182.66232747,65.5997388310546,0.839715533123188,0.95137805986739,7,82.8416225158836,2
Bulk Carrier,Short-haul,Diesel,Critical,17.044790275073,1210.34098716042,1158.07833026505,8.05890485918505,Calm,543.323761140563,355341.433666108,325158.942735556,62.3176971036392,1.39450394023858,1.28975707503116,5,96.0093007901853,2
Fish Carrier,Long-haul,Steam Turbine,Critical,17.9122268277426,2590.45084628507,1034.26099802914,7.43199410572912,Moderate,647.551982793142,263064.842385739,652855.988382582,59.7714177879217,0.288472594048901,1.06361906114063,1,62.0181164529793,1
Bulk Carrier,Coastal,Diesel,Critical,14.4726352674178,1348.82905891704,217.843962935086,7.91213492450411,Moderate,1632.02200935117,174171.267729216,765845.076792921,55.1018269139517,1.12654263701464,1.43974023797302,7,89.5361383737001,0
Bulk Carrier,Transoceanic,Steam Turbine,Fair,24.888326904389,2256.68926485308,644.556307993497,9.04905568105597,Calm,1329.2460523433,451386.349113268,378648.047741679,60.5779944784213,1.22587414963287,1.10857107281586,6,75.5915710863415,2
Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,19.9409044664545,2624.19989797035,596.193884662252,8.32089067997727,Moderate,1257.07994612475,87770.61441512,437634.296679932,52.8479147503558,0.980016075680245,0.632674505944503,4,69.7968089799761,0
Fish Carrier,Transoceanic,Steam Turbine,Critical,23.5318575588894,2087.8305115941,1786.47418730341,9.03468336497593,Rough,741.449601271251,226420.905963382,695857.323045381,56.5762762433613,0.353744895054136,1.11977507913545,7,65.0270319555276,3
Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,22.8854140360939,923.3846967088,1901.87372238099,9.66361350225052,Rough,741.245423243957,85880.9134311614,919540.811325002,62.3214712320943,0.554682717347535,1.06146979585467,7,66.0247282638825,3
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,20.8590370915056,1015.78736017839,358.951283445969,12.4241829798986,Moderate,221.471710480093,330884.385696137,560122.67302987,43.9626104901539,0.835435401179403,1.34358636512753,2,63.1099254855741,3
Container Ship,Short-haul,Steam Turbine,Critical,22.5220058548239,2091.20730768783,64.9027344766724,11.7933834381291,Rough,289.332203565199,118046.373262561,71907.2557528099,55.2120102803573,0.473520132046066,1.14314123459729,1,84.5567345361197,2
Bulk Carrier,Transoceanic,Steam Turbine,Good,13.5935458881116,2780.63893068791,457.986097031823,5.52170674628184,Moderate,874.808343627119,445828.37256101,86185.5495716627,16.7998607318547,0.796881427549992,0.541841415662145,6,55.9869496710991,2
Fish Carrier,Short-haul,Diesel,Good,17.7095568965167,1216.48138732964,1708.07051063708,12.1120148265578,Rough,152.298497385704,82655.8179932371,660264.230916537,70.396570500968,1.49544519683016,1.30841372668811,8,98.830210977263,3
Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,14.6397051468937,2293.60269929249,799.311859103092,12.4976627610571,Calm,201.138225284686,407411.228524875,657244.621143297,30.7289229306614,1.40798043583557,0.869287729474989,4,65.9262058534476,3
Container Ship,Long-haul,Steam Turbine,Fair,12.3343272493368,848.698787890033,1105.51797932458,11.7480539203063,Rough,426.801367000215,449584.152038189,263524.068498879,65.7036032904144,1.14691190836731,1.05408355870821,7,99.1166931117592,0
Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Critical,10.5741993282072,1133.9970987231,1193.09846050308,14.7762522473271,Calm,1224.48884092258,94427.0312265509,233493.142966486,32.3413128171393,0.809028238942277,0.907673760220583,7,55.2273354476211,2
Container Ship,Long-haul,Diesel,Fair,13.9304370934003,2529.25838728528,73.457227501897,13.8973197388911,Rough,1022.83547368224,180782.400234122,242527.300570035,71.1333411467132,1.27577193497292,0.913651448506428,9,71.1986242012855,0
Bulk Carrier,Long-haul,Steam Turbine,Critical,21.5718944933722,1058.08278630884,1486.33413646831,11.5084892514208,Rough,1613.21204317455,247139.693971847,828486.047896032,53.0200481441914,1.48962594785784,0.644793070977714,9,68.0439181960988,0
Container Ship,Long-haul,Steam Turbine,Fair,22.1228381704146,1962.18068907791,1874.81191436394,8.23895514440667,Moderate,209.487847146716,88153.0781212241,515022.569672586,12.0910019539302,0.548423405637405,0.844514325548648,5,62.7367650157051,0
Bulk Carrier,Coastal,Diesel,Critical,15.3449108408261,614.868090985948,1006.1950092732,8.58635289972582,Moderate,1998.24810879482,369442.00555169,194585.765765998,33.4234712283258,0.174045320010411,0.596252141370551,1,56.1278290409436,0
Container Ship,Transoceanic,Steam Turbine,Critical,23.4989521926099,2837.33602417365,559.67570741081,9.29389728600985,Moderate,1367.24980785837,149185.665371009,292013.416729135,34.3700328765737,0.780262843600549,0.793488457935543,2,83.0474187809904,2
Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,14.1290070195063,1664.11253153606,417.148433725447,8.50848853831794,Moderate,488.94406942191,454002.659227763,622767.041663404,62.8475073482035,0.966666975401802,1.35941833986584,3,72.2810364623837,1
Bulk Carrier,Long-haul,Steam Turbine,Fair,15.5441545598146,1452.97247711071,1620.91841585732,6.28473856839728,Rough,1295.00647469672,404524.067746137,916891.40909977,43.6624315310564,1.42545507635917,0.559723797281564,4,87.2463085812549,0
Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,19.8329386736173,1450.36868770018,411.922491168102,12.0932643935772,Calm,1080.03779192518,466325.648300676,510166.229389909,29.2142651262324,0.489718876782965,1.29928945157416,6,54.4907613968408,2
Bulk Carrier,Coastal,Diesel,Critical,12.7036230648352,2871.83363095924,1785.58356961207,8.86961003483231,Calm,1829.73804562243,317929.819526529,467220.45554223,22.7578381681833,0.643252360692085,0.986863980250462,7,79.7810904525748,0
Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,12.5198335430142,2663.77401829561,668.629787264373,13.4418028459405,Rough,1533.4765637157,178910.033423875,701306.03013346,25.1953413370531,0.715714048805909,1.29001080362605,6,89.7375846744323,1
Bulk Carrier,Coastal,Diesel,Good,14.5409329921112,2726.15020132996,301.525950040486,5.9779562969085,Rough,752.649188184592,258573.535449142,361785.682538316,43.8496124913377,1.03800809441914,0.545916944356085,8,98.9785702649914,0
Tanker,Long-haul,Steam Turbine,Good,14.2316272627066,1847.87949223989,1399.89489257947,9.14553995943028,Calm,795.890077753987,338701.255982865,329971.046696455,46.092975784813,0.157528541404484,0.821524586359516,4,89.6154466226464,1
Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,17.4612446532491,1301.06921680052,985.630507419177,9.61366462995763,Moderate,1032.56020374648,223444.148225264,492218.444517116,42.0855274005538,0.842093951256898,1.37186662271603,4,95.6803934472388,2
Bulk Carrier,Long-haul,Diesel,Fair,12.2103007486192,2871.74982598661,1765.42810678242,5.72672581855009,Calm,1023.00891467518,211547.300015065,328124.315575446,66.3431958390267,0.724082799594478,1.26510610073048,2,96.8732021603918,0
Bulk Carrier,Coastal,Steam Turbine,Good,16.2884898847595,1643.79229784576,140.652663501097,5.09524884761829,Moderate,830.405200915728,359158.14987275,902217.751588068,17.116772501249,0.510530987824879,1.28340355702738,1,78.3039693230731,0
Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,16.0268861783963,2868.89515735532,333.069743928825,12.3547015034209,Calm,927.082053585669,455970.10994794,74138.787739445,69.7051441123,1.18952740038126,0.901903862595911,5,60.1852850379238,2
Tanker,Short-haul,Diesel,Fair,24.568775528459,1837.22489229,797.2784476784,10.0255516629698,Rough,1656.25432244024,99224.9438653751,368994.910392253,35.8028348463588,1.04332046843948,0.575965971045129,1,54.4273783211784,3
Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,14.2616381412835,2113.08349240006,464.635135826679,11.4407821474198,Rough,674.299729855829,465771.549177375,550106.55151849,25.4873686409645,1.12691443092033,0.7913988702116,7,52.6305553884006,0
Tanker,Long-haul,Diesel,Fair,18.0499117126518,1025.59611876556,688.413744746749,10.2954026589364,Moderate,1675.90762989282,308772.755862352,516390.980621807,13.5962435002979,0.633956372497693,0.699876923674074,3,81.9091538828448,1
Fish Carrier,Transoceanic,Steam Turbine,Good,14.3393378246395,1842.88577007005,524.104952473252,5.55403221651118,Moderate,1442.65157898987,170948.273653418,607700.668737662,49.4848895642295,0.648672220060268,0.760299501960683,7,90.1922218758542,3
Tanker,Short-haul,Steam Turbine,Fair,10.8495601592765,2557.31354103232,979.20948644062,9.50049641180315,Moderate,81.2303299233494,391215.631082522,335523.516927598,28.365827904348,0.659048234494579,0.765344464677387,3,86.8664247729398,3
Container Ship,Coastal,Heavy Fuel Oil (HFO),Critical,17.4188581305484,2921.83022285779,1995.41724375101,6.08482384235297,Rough,1913.96433215803,248913.22939717,777636.833496318,21.6375151291541,1.46854675037527,0.609489381975999,8,61.0676868365607,0
Bulk Carrier,Short-haul,Diesel,Fair,15.0065613791154,1545.44279412759,814.405953267538,8.58596783338406,Rough,1256.47406624646,292644.682955455,465939.387898897,61.7787529206483,0.709966964195582,0.929422240903846,1,67.902709900464,2
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,12.4517265766772,1584.16998724005,1237.4946338343,7.06068206293906,Rough,470.294782206456,75812.788697922,184639.168380354,50.1211537425117,0.26168225604347,1.15477759802974,4,78.5643835919231,3
Bulk Carrier,Short-haul,Diesel,Fair,18.0219360272747,1029.82954112157,174.560517278035,14.1235724772794,Moderate,804.062747276248,192296.589723397,755353.828908561,26.7558645134812,1.16802460370971,0.794346033444316,2,90.0610193801398,2
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,24.528712100604,1884.72471193587,878.741517717784,7.10495488596867,Calm,1957.97398460093,160759.888877546,805566.018093543,62.9467399600434,1.25451014432313,0.582699966487111,7,75.8794130032036,0
Tanker,Short-haul,Steam Turbine,Critical,12.1589078145603,2714.41793236016,336.060713856422,5.13828901620339,Moderate,1511.87885527612,61374.3361566709,233708.384986888,21.2996163484436,1.2223803487332,1.3505709747484,7,97.0732497417082,3
Container Ship,Long-haul,Heavy Fuel Oil (HFO),Critical,19.2305504819075,2188.91039030926,601.590127679635,12.4203634209098,Calm,163.48099070229,272297.150957309,962737.666494351,18.0809945427288,1.426730247067,0.55017095064454,6,61.5235091000126,0
Container Ship,Coastal,Diesel,Fair,13.6700152535811,1014.3331218306,303.420493752109,5.30569441044152,Calm,323.641648442809,434251.817771773,735584.990797034,15.7994328641621,0.275088204180111,0.760486760571841,5,56.9918052267783,0
Tanker,Short-haul,Diesel,Fair,24.0785676694661,2582.12111152746,392.926759467539,5.03612794592669,Moderate,591.308593164373,334149.041514133,541313.877399335,22.9638272691329,1.42182093718073,1.00897190643355,1,61.9893367835224,3
Container Ship,Short-haul,Diesel,Fair,20.7420901487015,2689.05576821838,941.443757276318,11.2168222231474,Moderate,620.81289680667,341833.700643837,143103.061257686,58.7087028864377,1.0655806179233,0.941385312390947,4,86.2353118766889,2
Tanker,Transoceanic,Diesel,Good,23.0419199430956,1145.89142138175,284.699214971585,11.936294726274,Rough,497.026346829605,258584.164432369,101359.922498779,39.5784382201348,0.495346402352023,1.37118274358651,9,91.3427440165359,3
Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,14.0015560302018,2557.88892133021,1479.01581592364,7.0740864606654,Rough,1653.88947249309,344915.779418879,739683.655558255,22.3317927474465,1.43869782605404,0.50425784205854,7,89.8269202609124,2
Fish Carrier,Long-haul,Diesel,Fair,12.0837240892797,1988.09741232104,882.289965862163,5.67782799978998,Rough,627.54447579712,360471.667935628,697364.050274122,34.2534486808108,0.953541626189708,0.615984100277814,1,95.1172863648584,1
Container Ship,Coastal,Heavy Fuel Oil (HFO),Critical,22.883513786579,1774.61725679952,1358.88217917479,9.23492134161638,Rough,747.044550744141,193668.065024708,630132.310912685,41.2709348770598,0.834842465575322,1.27400120081779,4,92.9054836688658,0
Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Good,15.200509246582,2362.09664190397,1885.52654482284,8.60877807564252,Rough,463.104004355084,262346.975051992,870553.472191116,68.8761452779608,1.39880425373241,0.924420955369835,8,90.3522516658583,1
Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,19.5915365694006,1663.19212335212,1386.89336573664,14.8018157649352,Calm,55.2487061831742,46590.194554448,428985.714212623,50.9869965576713,0.650563373768012,0.649006335119131,1,77.502496069941,0
Tanker,Coastal,Steam Turbine,Fair,12.2756563825552,953.175004553242,1379.415603511,7.53057088165425,Moderate,1570.00500116137,468139.199347913,960314.070481974,12.9564685545166,0.689235167489124,0.816524273553063,2,82.2335092631032,1
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,11.7562745699298,2830.10615838011,174.272026972601,10.3791746199778,Calm,1048.1440930225,306648.967227593,104399.635029685,62.9087924313691,0.719361465510528,0.602458541436383,9,92.2075105664027,0
Tanker,Transoceanic,Heavy Fuel Oil (HFO),Good,23.8500725900132,2544.28427627008,1899.93964344763,6.81464796490425,Moderate,359.847696657616,351754.61566528,903643.747378898,13.6426560781338,0.11055013934339,1.15588950362461,1,52.5856777271869,3
Container Ship,Transoceanic,Steam Turbine,Good,19.1922987691924,2603.09986590434,789.46913275909,6.24475215198533,Moderate,502.654164755423,483486.069760536,461188.931519887,18.6361829631074,1.30824961284179,0.524479144187085,7,73.3202029759067,2
Fish Carrier,Short-haul,Steam Turbine,Good,23.7008402185339,2037.60931715823,1029.76108095909,13.8186525949328,Moderate,1555.95131057447,249346.492227579,856235.076609416,27.3201766526656,1.44746736992613,1.1634409163754,7,67.6817618792338,3
Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,17.7952353803198,2845.59884409172,672.171156449557,12.8092459515863,Moderate,1688.84599886597,383754.40632071,475926.949220464,53.6354534198656,0.340371826458909,0.643806139677644,6,55.4095571999549,1
Tanker,Coastal,Steam Turbine,Good,23.0440142417802,2915.38785286952,377.814139483766,7.92296392722668,Rough,764.793394688242,182960.802107382,621502.714187893,13.3933835212768,1.20956499699645,0.527072025684054,9,93.8000757280423,1
Bulk Carrier,Short-haul,Diesel,Critical,10.5451791649004,2282.91541178686,1096.92132244565,5.22968693961404,Calm,538.359048302441,32032.9938606872,385147.503948135,30.7561005111456,1.07133172454555,0.610033282181062,4,99.5453321418465,2
Container Ship,Long-haul,Heavy Fuel Oil (HFO),Fair,12.7094043964995,1272.44522997359,829.76641756848,14.4921740754923,Calm,1422.55881300386,234625.650581266,66888.6964587517,14.3854539232644,0.581095850962371,1.44697656341339,9,73.7199856588839,0
Container Ship,Long-haul,Diesel,Good,20.8764275396761,2326.35049179425,1204.77224516382,14.7318188920676,Moderate,1162.75228272557,285688.914400602,93122.2674852459,64.5949189325452,1.16622832205643,0.987250346332231,5,54.6768699436522,0
Bulk Carrier,Short-haul,Diesel,Good,20.7825056617611,1968.26863143244,1156.90924190083,5.99078533428273,Calm,1957.22115064492,156771.073676825,547371.929622165,53.2278429003489,0.469127181365042,1.32930707742507,5,91.22365445469,2
Tanker,Transoceanic,Diesel,Fair,20.1226143233073,1104.51551233001,549.544729388199,11.6551626798736,Moderate,464.864001067681,334398.222607547,286985.366631494,49.8411301289523,0.475596929381862,1.38138985629696,3,59.5841610232627,3
Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,13.7031073663544,1157.65326001455,1397.66823569639,8.43784851972078,Moderate,1587.52415486054,313908.326847107,746742.932418877,24.7986006701735,0.773531280897413,0.66142458339898,3,52.9558366519457,0
Fish Carrier,Transoceanic,Steam Turbine,Fair,15.1417217119035,807.283404233891,908.255666247466,9.8337058669364,Rough,1945.3096318623,410430.139967472,247302.600808933,15.3317505476482,0.467296029927545,0.869580287543789,4,73.9626706648676,3
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,15.4993212634318,2000.63505786665,1361.0205947655,9.19741345475078,Calm,943.44632959162,448612.896643894,854058.351715254,65.5130525631601,0.502585540872217,0.764376511317803,1,67.3186575708845,3
Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,14.7776794665971,2107.11340550704,1942.79687320745,11.3173059269666,Calm,260.497267988885,81606.071958028,119932.369265392,12.1221017215896,0.623644286933849,1.02178277302784,7,76.571167634259,1
Tanker,Long-haul,Diesel,Critical,11.051630440508,805.959391624053,785.684928824381,5.48707555989647,Rough,1428.54672479534,74824.2537112577,433474.834211215,27.9165692609475,0.312891869557599,1.17368441198309,2,85.9693666835358,1
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,17.9325440806633,1283.6601887522,1736.4845740044,5.86062919778662,Rough,1551.35742447126,34277.5368020939,113965.9012446,12.2190773937878,0.894948811604824,1.37871751793593,3,72.5606831167673,0
Container Ship,Coastal,Steam Turbine,Good,10.3654531751587,2597.49129298126,185.833878642329,6.71697727544586,Calm,1560.78416989163,416858.706565217,559404.934595411,34.7658268858911,1.36058590373741,0.654297150435924,3,96.9360867453872,0
Bulk Carrier,Long-haul,Steam Turbine,Fair,17.9572428740249,666.605757577094,677.179031555014,10.3911172001286,Calm,1117.69847303383,178479.975908555,69307.0563663061,67.6656063084729,0.761132406527644,1.15257649192813,7,82.7623707768768,0
Fish Carrier,Long-haul,Diesel,Critical,17.615083821625,1371.11237286695,1081.21071274829,9.48147303953714,Moderate,1435.59957905711,343474.203712362,869608.625073117,68.0235996437286,1.15562251022617,0.934438824515581,2,60.0249993435353,1
Tanker,Coastal,Diesel,Good,24.8327444929144,1096.66888117496,1189.07602963633,6.10152534950098,Calm,1923.00904725078,81104.446321671,168117.664200565,49.9378670086242,1.20507403332266,0.708217982064132,2,67.8330060014452,1
Fish Carrier,Short-haul,Diesel,Good,23.6827835629253,1683.28260467353,1123.67885785033,10.9831158115527,Calm,424.993180101891,255137.604956529,863974.504252156,52.8011386922714,0.317693431892871,0.624840738067944,9,94.6520593423227,3
Fish Carrier,Coastal,Diesel,Fair,20.2398059464428,2973.777310732,1217.98330990881,11.4313461255105,Calm,1051.39933656311,145545.551980553,998456.067956172,48.6464569022759,0.7944470112065,1.40667464895384,5,96.1679778940065,1
